Algoritmo,n,Keygen_us,Keygen_ciclos,Sign_us,Sign_ciclos,Verify_us,Verify_ciclos
ML-DSA-44,512,166,482067,353,1021293,85,246267
ML-DSA-44,512,170,493725,417,1206487,85,245717
ML-DSA-44,512,173,498452,279,809303,85,246587
ML-DSA-44,512,167,483111,536,1550862,85,246529
ML-DSA-44,512,172,498539,565,1635658,85,246645
ML-DSA-44,512,170,492624,877,2538312,85,247399
ML-DSA-44,512,184,532208,418,1209793,85,246877
ML-DSA-44,512,252,728683,299,866839,86,248154
ML-DSA-44,512,180,522261,681,1971391,85,247718
ML-DSA-44,512,208,601634,236,683124,90,261841
ML-DSA-44,512,177,513213,841,2433418,86,249603
ML-DSA-44,512,217,630228,318,922490,89,257317
ML-DSA-44,512,202,587076,570,1649983,87,252415
ML-DSA-44,512,295,854543,351,1017146,119,344288
ML-DSA-44,512,229,664535,438,1266517,101,294176
ML-DSA-44,512,267,773836,673,1947147,117,337937
ML-DSA-44,512,225,652732,249,722680,88,253344
ML-DSA-44,512,216,625443,245,708847,86,248675
ML-DSA-44,512,207,600822,1109,3210619,86,249371
ML-DSA-44,512,213,617787,375,1087326,85,248413
ML-DSA-44,512,196,567791,472,1364856,88,253866
ML-DSA-44,512,216,626574,718,2078517,86,247978
ML-DSA-44,512,200,580232,298,864200,90,262885
ML-DSA-44,512,194,563441,594,1719207,91,264306
ML-DSA-44,512,196,568110,549,1589345,91,266191
ML-DSA-44,512,214,619063,632,1830654,85,247486
ML-DSA-44,512,207,598038,708,2049864,90,259986
ML-DSA-44,512,196,566689,862,2495711,86,248211
ML-DSA-44,512,174,502860,523,1515510,85,246645
ML-DSA-44,512,185,533658,229,663259,88,256534
ML-DSA-44,512,189,548362,450,1302535,98,283040
ML-DSA-44,512,174,504745,227,657632,100,288869
ML-DSA-44,512,180,519825,1216,3519382,89,257897
ML-DSA-44,512,175,508022,284,821773,85,246384
ML-DSA-44,512,175,506746,361,1044725,85,246472
ML-DSA-44,512,186,538704,819,2371649,86,247254
ML-DSA-44,512,175,507819,796,2304253,87,253257
ML-DSA-44,512,178,515910,735,2126860,88,255838
ML-DSA-44,512,168,486156,488,1412010,85,246500
ML-DSA-44,512,417,1208256,730,2112969,85,247921
ML-DSA-44,512,186,538588,831,2404680,85,246441
ML-DSA-44,512,187,541141,427,1235255,85,246935
ML-DSA-44,512,191,554277,345,1000355,85,248704
ML-DSA-44,512,191,550971,296,858806,85,246153
ML-DSA-44,512,190,550159,233,673554,85,247893
ML-DSA-44,512,185,533484,307,890329,88,253286
ML-DSA-44,512,208,602997,1267,3666992,95,276631
ML-DSA-44,512,221,642611,801,2318057,90,262102
ML-DSA-44,512,208,603461,300,869303,85,246703
ML-DSA-44,512,209,604766,243,704207,85,248500
ML-DSA-44,512,199,577071,254,736484,85,247370
ML-DSA-44,512,176,511386,558,1614981,92,265031
ML-DSA-44,512,193,560164,282,815190,100,290435
ML-DSA-44,512,196,569299,603,1745133,92,265698
ML-DSA-44,512,202,584147,1163,3368118,87,253664
ML-DSA-44,512,221,640320,510,1476332,85,247226
ML-DSA-44,512,199,574316,384,1113165,86,247080
ML-DSA-44,512,196,567791,361,1045740,88,256446
ML-DSA-44,512,185,538385,282,813914,97,281474
ML-DSA-44,512,193,558772,363,1049307,88,255344
ML-DSA-44,512,230,668711,248,716445,85,248124
ML-DSA-44,512,564,1634382,553,1599292,162,470641
ML-DSA-44,512,185,535224,229,663172,86,247051
ML-DSA-44,512,215,624022,296,856109,87,250676
ML-DSA-44,512,177,514083,671,1940795,85,246674
ML-DSA-44,512,169,490448,507,1467661,85,246354
ML-DSA-44,512,168,488911,795,2300541,87,250908
ML-DSA-44,512,170,491057,491,1423378,85,246325
ML-DSA-44,512,176,512343,253,731670,85,246443
ML-DSA-44,512,171,495349,374,1082744,86,247631
ML-DSA-44,512,177,513010,338,976952,85,246616
ML-DSA-44,512,179,520057,563,1627074,85,246645
ML-DSA-44,512,169,491376,877,2535789,85,246036
ML-DSA-44,512,176,511445,287,830009,85,246442
ML-DSA-44,512,169,489027,227,657575,88,254533
ML-DSA-44,512,169,488766,639,1849910,88,254562
ML-DSA-44,512,171,493029,280,811043,85,246586
ML-DSA-44,512,165,478674,355,1027006,85,245572
ML-DSA-44,512,166,480965,637,1841588,193,560802
ML-DSA-44,512,442,1280321,285,824963,85,246818
ML-DSA-44,512,170,493058,545,1578006,85,246210
ML-DSA-44,512,177,511241,470,1359926,89,257578
ML-DSA-44,512,177,512314,403,1167453,95,274484
ML-DSA-44,512,177,512111,226,653283,86,250705
ML-DSA-44,512,169,490245,696,2015558,85,246820
ML-DSA-44,512,181,525712,228,659344,89,257665
ML-DSA-44,512,166,480936,317,917560,124,358904
ML-DSA-44,512,173,502744,565,1637136,85,246355
ML-DSA-44,512,174,506514,349,1007489,85,246181
ML-DSA-44,512,169,488042,364,1053512,85,246180
ML-DSA-44,512,168,485808,471,1363783,85,247081
ML-DSA-44,512,171,496132,529,1530765,86,247718
ML-DSA-44,512,182,526292,476,1379587,97,279154
ML-DSA-44,512,179,519303,246,712269,86,247312
ML-DSA-44,512,384,1113194,543,1570437,85,246268
ML-DSA-44,512,169,490651,340,983796,85,245369
ML-DSA-44,512,164,475455,668,1934300,85,246383
ML-DSA-44,512,165,478268,291,842914,86,250850
ML-DSA-44,512,172,497988,349,1008330,85,246065
ML-DSA-44,512,176,508109,543,1571481,85,245949
ML-DSA-44,512,168,487142,357,1032226,86,250125
ML-DSA-44,512,165,478529,225,650093,85,246616
ML-DSA-44,512,164,474179,285,824006,85,247225
ML-DSA-44,512,169,489955,338,977242,89,256882
ML-DSA-44,512,164,474962,418,1209533,87,254011
ML-DSA-44,512,170,491463,279,807824,85,246180
ML-DSA-44,512,166,481429,288,834475,85,246355
ML-DSA-44,512,165,478877,334,967093,85,245949
ML-DSA-44,512,171,497756,296,856312,85,245978
ML-DSA-44,512,164,475745,419,1211272,90,260391
ML-DSA-44,512,181,524233,462,1336668,89,258738
ML-DSA-44,512,171,497060,348,1007605,85,245573
ML-DSA-44,512,176,510052,297,858661,85,245746
ML-DSA-44,512,166,479196,223,646265,85,246471
ML-DSA-44,512,168,486678,285,824209,85,246848
ML-DSA-44,512,170,492942,229,661692,85,246123
ML-DSA-44,512,167,483430,278,806954,85,246501
ML-DSA-44,512,172,497437,283,820294,85,246557
ML-DSA-44,512,165,480240,407,1176240,85,246675
ML-DSA-44,512,168,486852,223,647309,85,246267
ML-DSA-44,512,164,475281,660,1909447,85,246095
ML-DSA-44,512,165,476992,233,677150,85,246993
ML-DSA-44,512,176,510197,335,969876,85,246036
ML-DSA-44,512,170,491260,363,1050931,85,245804
ML-DSA-44,512,168,485402,362,1049742,88,256273
ML-DSA-44,512,167,484532,573,1657756,85,245659
ML-DSA-44,512,165,477050,652,1888335,85,246587
ML-DSA-44,512,167,484271,279,806576,85,246790
ML-DSA-44,512,172,500308,533,1541785,85,246587
ML-DSA-44,512,166,480037,792,2294132,85,246210
ML-DSA-44,512,174,504455,340,984434,85,246384
ML-DSA-44,512,166,478384,295,856515,86,246558
ML-DSA-44,512,171,494943,416,1204950,85,246269
ML-DSA-44,512,170,494566,228,658184,85,245776
ML-DSA-44,512,169,488506,338,976952,85,246820
ML-DSA-44,512,169,487983,292,845495,86,250821
ML-DSA-44,512,167,481313,453,1311670,85,246095
ML-DSA-44,512,166,481226,352,1018682,85,246094
ML-DSA-44,512,168,485982,223,645540,85,246761
ML-DSA-44,512,163,473628,606,1754412,86,247400
ML-DSA-44,512,167,484213,738,2135937,130,374187
ML-DSA-44,512,270,783638,340,984317,128,368909
ML-DSA-44,512,261,754725,356,1030167,122,353684
ML-DSA-44,512,191,554625,397,1147443,85,245804
ML-DSA-44,512,167,482154,229,664158,85,246384
ML-DSA-44,512,165,477224,351,1015638,85,245833
ML-DSA-44,512,168,487461,282,815857,86,247688
ML-DSA-44,512,165,478036,475,1374948,85,246239
ML-DSA-44,512,171,495581,419,1211011,91,263958
ML-DSA-44,512,165,477979,227,658532,87,250415
ML-DSA-44,512,163,474353,228,658039,85,246848
ML-DSA-44,512,164,475020,341,987102,85,245978
ML-DSA-44,512,169,490245,405,1170063,88,256533
ML-DSA-44,512,166,479399,229,662389,85,247226
ML-DSA-44,512,164,475774,393,1137032,85,245660
ML-DSA-44,512,175,508486,364,1051685,89,257345
ML-DSA-44,512,166,481313,799,2313620,86,249284
ML-DSA-44,512,193,560599,364,1054063,85,247167
ML-DSA-44,512,169,488650,1072,3104450,85,246761
ML-DSA-44,512,184,533339,991,2868795,86,246877
ML-DSA-44,512,183,532151,397,1147327,85,247167
ML-DSA-44,512,176,508167,335,970949,85,246037
ML-DSA-44,512,242,699915,700,2025128,133,386541
ML-DSA-44,512,232,673815,435,1258832,94,272542
ML-DSA-44,512,239,691998,473,1370511,100,292204
ML-DSA-44,512,202,585133,382,1105364,88,252968
ML-DSA-44,512,441,1278929,768,2222125,180,520028
ML-DSA-44,512,183,531831,285,823862,85,247196
ML-DSA-44,512,171,493696,357,1034256,85,246877
ML-DSA-44,512,171,495552,281,814030,87,251691
ML-DSA-44,512,173,500975,639,1849678,89,256795
ML-DSA-44,512,177,513996,350,1011781,85,247079
ML-DSA-44,512,173,501062,228,661083,85,246065
ML-DSA-44,512,167,483169,478,1381821,85,246123
ML-DSA-44,512,215,625327,854,2470307,86,250618
ML-DSA-44,512,178,514750,297,859589,85,246152
ML-DSA-44,512,171,494479,227,658648,85,246210
ML-DSA-44,512,218,632867,358,1036546,86,247254
ML-DSA-44,512,216,623848,311,901117,93,268106
ML-DSA-44,512,195,563267,640,1853158,86,249226
ML-DSA-44,512,219,635651,291,840855,85,246935
ML-DSA-44,512,200,577448,288,833866,85,246761
ML-DSA-44,512,196,566892,1430,4141547,86,250095
ML-DSA-44,512,204,592383,227,659489,86,246471
ML-DSA-44,512,171,495900,1393,4032827,90,261145
ML-DSA-44,512,175,507326,568,1644444,88,257606
ML-DSA-44,512,171,495755,366,1061052,85,246790
ML-DSA-44,512,180,523044,234,678020,85,246616
ML-DSA-44,512,178,517853,506,1464818,86,248066
ML-DSA-44,512,438,1267648,784,2269366,85,247167
ML-DSA-44,512,188,545809,246,711457,86,247892
ML-DSA-44,512,195,566109,409,1182272,98,285823
ML-DSA-44,512,388,1123518,350,1013695,89,257781
ML-DSA-44,512,185,537631,225,651311,86,247892
ML-DSA-44,512,173,501410,302,873102,92,265524
ML-DSA-44,512,175,507761,659,1907620,86,247427
ML-DSA-44,512,180,522145,232,671582,85,247109
ML-DSA-44,512,179,517998,295,854978,100,287651
ML-DSA-44,512,240,695536,510,1474330,126,365922
ML-DSA-44,512,259,751187,1895,5485698,86,249690
ML-DSA-44,512,209,605984,891,2578332,86,248327
ML-DSA-44,512,223,645656,238,688750,91,263349
ML-DSA-44,512,206,596675,355,1028456,90,262102
ML-DSA-44,512,190,552421,230,665783,85,247689
ML-DSA-44,512,184,533571,231,667232,91,264799
ML-DSA-44,512,185,534325,488,1412909,85,247109
ML-DSA-44,512,194,562687,755,2185701,88,256708
ML-DSA-44,512,210,609580,696,2015267,92,265843
ML-DSA-44,512,219,634491,233,674569,94,272571
ML-DSA-44,512,189,549521,440,1271853,86,249951
ML-DSA-44,512,197,569647,369,1068969,86,247602
ML-DSA-44,512,196,568081,426,1231543,85,246529
ML-DSA-44,512,186,537776,712,2059464,88,256448
ML-DSA-44,512,203,588381,432,1250161,85,246616
ML-DSA-44,512,192,557032,249,719113,85,246673
ML-DSA-44,512,175,506630,374,1083353,86,246790
ML-DSA-44,512,200,579797,729,2112128,85,247951
ML-DSA-44,512,209,603664,287,831865,85,246704
ML-DSA-44,512,202,585307,700,2027477,86,248124
ML-DSA-44,512,216,623732,360,1043159,88,255954
ML-DSA-44,512,197,571474,281,812899,95,274746
ML-DSA-44,512,452,1308277,511,1480624,94,271730
ML-DSA-44,512,187,542938,954,2761989,86,249255
ML-DSA-44,512,200,581015,364,1053338,95,276080
ML-DSA-44,512,174,504252,768,2224619,85,247602
ML-DSA-44,512,196,567472,387,1122155,86,248240
ML-DSA-44,512,188,545229,344,996526,85,246703
ML-DSA-44,512,176,510951,417,1209067,100,289826
ML-DSA-44,512,187,541778,226,652703,101,292088
ML-DSA-44,512,173,501439,594,1720193,85,247196
ML-DSA-44,512,187,539110,360,1041854,85,246384
ML-DSA-44,512,173,503295,890,2576273,97,282634
ML-DSA-44,512,424,1226004,834,2414888,88,255345
ML-DSA-44,512,188,545461,231,669001,85,246905
ML-DSA-44,512,182,527597,236,683588,86,246587
ML-DSA-44,512,174,505064,226,652993,87,252300
ML-DSA-44,512,405,1173775,537,1554226,213,616337
ML-DSA-44,512,412,1193292,681,1971681,85,247544
ML-DSA-44,512,179,518607,232,671437,88,255287
ML-DSA-44,512,175,506572,866,2506267,89,257462
ML-DSA-44,512,169,491028,339,981853,98,282430
ML-DSA-44,512,171,496132,543,1574642,87,253547
ML-DSA-44,512,236,686053,678,1961473,91,264596
ML-DSA-44,512,195,564572,757,2190776,85,247573
ML-DSA-44,512,187,541024,656,1898427,85,247805
ML-DSA-44,512,170,491608,715,2071151,86,247544
ML-DSA-44,512,174,503759,684,1981076,98,283330
ML-DSA-44,512,173,501816,2039,5902138,86,247110
ML-DSA-44,512,431,1247754,416,1203877,97,280923
ML-DSA-44,512,175,506659,342,989683,97,282634
ML-DSA-44,512,174,504107,949,2745256,85,247834
ML-DSA-44,512,174,505818,351,1015667,89,255954
ML-DSA-44,512,176,511415,356,1029239,90,261348
ML-DSA-44,512,435,1259963,470,1362449,91,263726
ML-DSA-44,512,185,536558,1154,3341351,97,280866
ML-DSA-44,512,179,520579,342,988754,86,248182
ML-DSA-44,512,193,558656,487,1411633,86,247486
ML-DSA-44,512,185,533948,287,831516,92,265148
ML-DSA-44,512,185,536036,293,850483,85,246297
ML-DSA-44,512,178,517447,551,1593811,85,246733
ML-DSA-44,512,179,518201,371,1073232,85,247225
ML-DSA-44,512,179,518607,369,1069055,94,270975
ML-DSA-44,512,195,564862,1127,3262644,86,248472
ML-DSA-44,512,216,627850,504,1459280,86,248443
ML-DSA-44,512,192,555786,304,880382,97,281648
ML-DSA-44,512,188,544417,228,659634,101,292842
ML-DSA-44,512,188,545519,541,1563970,86,248762
ML-DSA-44,512,199,578695,407,1177835,86,247805
ML-DSA-44,512,198,573736,297,858922,89,257810
ML-DSA-44,512,191,553176,235,680311,85,246993
ML-DSA-44,512,177,512720,337,977242,86,249921
ML-DSA-44,512,187,541604,376,1088631,85,246877
ML-DSA-44,512,499,1446027,688,1990937,85,248037
ML-DSA-44,512,187,541169,687,1987486,86,249342
ML-DSA-44,512,209,604737,228,659953,86,247632
ML-DSA-44,512,218,630489,428,1241200,87,251169
ML-DSA-44,512,212,611813,235,681848,85,247080
ML-DSA-44,512,208,601866,300,869101,87,251604
ML-DSA-44,512,202,584959,345,1000239,92,265089
ML-DSA-44,512,190,552189,453,1309785,87,252358
ML-DSA-44,512,199,576056,497,1438777,101,290551
ML-DSA-44,512,198,575273,342,991887,86,249024
ML-DSA-44,512,211,613060,1518,4392716,86,250154
ML-DSA-44,512,487,1411488,715,2071093,86,250183
ML-DSA-44,512,215,621876,421,1220320,95,274514
ML-DSA-44,512,213,616482,302,874176,87,252474
ML-DSA-44,512,200,578608,247,714473,85,247283
ML-DSA-44,512,182,527510,496,1434862,86,248356
ML-DSA-44,512,200,579101,555,1605179,85,247486
ML-DSA-44,512,204,591919,311,899522,85,246123
ML-DSA-44,512,206,595834,580,1680636,88,254765
ML-DSA-44,512,213,617643,648,1875140,85,247022
ML-DSA-44,512,183,532469,440,1273912,85,247254
ML-DSA-44,512,178,515330,593,1715582,85,246529
ML-DSA-44,512,180,519390,225,651601,85,245920
ML-DSA-44,512,181,524813,862,2497973,85,248472
ML-DSA-44,512,179,518897,296,855413,85,245775
ML-DSA-44,512,193,561440,350,1015493,85,246123
ML-DSA-44,512,171,497698,302,873480,85,245949
ML-DSA-44,512,186,537979,728,2107720,85,245775
ML-DSA-44,512,168,487693,281,814552,88,255403
ML-DSA-44,512,168,487084,223,646758,85,246412
ML-DSA-44,512,166,483285,824,2387859,86,246413
ML-DSA-44,512,172,498423,336,973327,85,246297
ML-DSA-44,512,168,485083,223,647164,92,264886
ML-DSA-44,512,167,484213,529,1530563,85,246675
ML-DSA-44,512,176,510922,291,842624,85,245601
ML-DSA-44,512,164,476905,297,862170,87,249864
ML-DSA-44,512,164,475049,390,1127027,85,246268
ML-DSA-44,512,177,512314,225,652180,85,245949
ML-DSA-44,512,164,475194,533,1542916,85,245718
ML-DSA-44,512,168,486185,336,972457,85,246703
ML-DSA-44,512,165,476963,335,969818,85,245573
ML-DSA-44,512,165,479689,300,866171,85,246384
ML-DSA-44,512,167,484938,292,844973,87,250503
ML-DSA-44,512,176,509414,624,1804438,85,246443
ML-DSA-44,512,180,521333,529,1531142,84,245862
ML-DSA-44,512,166,479776,668,1935605,85,245601
ML-DSA-44,512,168,487751,481,1391478,85,246703
ML-DSA-44,512,166,481603,287,831024,86,247079
ML-DSA-44,512,169,489434,819,2371127,86,246790
ML-DSA-44,512,171,495523,226,654297,85,246935
ML-DSA-44,512,169,488592,292,846191,85,246123
ML-DSA-44,512,169,490506,225,649745,92,266248
ML-DSA-44,512,164,477311,1121,3243186,85,246905
ML-DSA-44,512,166,479863,617,1784805,85,245863
ML-DSA-44,512,168,488070,225,649774,85,246500
ML-DSA-44,512,166,483459,225,649223,85,246876
ML-DSA-44,512,167,486330,397,1146950,85,246268
ML-DSA-44,512,165,477891,224,648237,87,250850
ML-DSA-44,512,181,524581,299,865099,85,246703
ML-DSA-44,512,165,476528,293,848685,97,281851
ML-DSA-44,512,180,523218,647,1870529,88,256535
ML-DSA-44,512,172,498394,293,850077,85,246877
ML-DSA-44,512,175,506485,451,1305435,85,246239
ML-DSA-44,512,171,496886,288,833461,85,246095
ML-DSA-44,512,174,504194,811,2346361,86,247689
ML-DSA-44,512,181,522290,356,1030456,85,247312
ML-DSA-44,512,174,504571,661,1912492,85,247515
ML-DSA-44,512,173,503846,224,649977,85,246094
ML-DSA-44,512,178,515736,281,813479,86,246732
ML-DSA-44,512,168,486968,1074,3107959,85,246066
ML-DSA-44,512,175,504687,225,651803,85,246616
ML-DSA-44,512,170,490448,227,659112,96,277414
ML-DSA-44,512,172,498916,474,1370771,85,246442
ML-DSA-44,512,177,513329,292,847642,85,246036
ML-DSA-44,512,173,501120,291,844422,86,246645
ML-DSA-44,512,174,505238,713,2062944,93,268599
ML-DSA-44,512,191,552218,346,1002240,86,249487
ML-DSA-44,512,235,681413,885,2561164,87,253112
ML-DSA-44,512,190,550449,387,1118849,85,246269
ML-DSA-44,512,186,538356,283,819105,85,246181
ML-DSA-44,512,171,496654,401,1160261,89,257955
ML-DSA-44,512,453,1313903,1111,3214621,85,247486
ML-DSA-44,512,175,506514,231,671146,85,246152
ML-DSA-44,512,176,511589,457,1323125,92,265350
ML-DSA-44,512,182,528931,406,1174703,85,246355
ML-DSA-44,512,186,537631,407,1178589,86,247747
ML-DSA-44,512,171,496161,370,1070042,85,246443
ML-DSA-44,512,183,530062,569,1647258,86,247661
ML-DSA-44,512,438,1268344,453,1311003,86,247515
ML-DSA-44,512,170,493174,245,708354,91,262740
ML-DSA-44,512,173,502977,1005,2909367,193,558685
ML-DSA-44,512,335,971384,407,1178530,86,246732
ML-DSA-44,512,167,485025,359,1038547,85,246790
ML-DSA-44,512,166,482068,310,897434,85,246645
ML-DSA-44,512,189,547868,407,1178270,99,285563
ML-DSA-44,512,201,582813,294,851614,85,246355
ML-DSA-44,512,168,487664,361,1043072,85,246674
ML-DSA-44,512,174,505615,293,846829,85,246210
ML-DSA-44,512,175,507587,367,1061371,84,245775
ML-DSA-44,512,182,524842,234,677672,89,257113
ML-DSA-44,512,190,551406,1185,3429743,86,247457
ML-DSA-44,512,440,1272143,555,1607122,134,387846
ML-DSA-44,512,177,510603,307,889343,85,247283
ML-DSA-44,512,180,522058,590,1707781,87,249922
ML-DSA-44,512,208,602069,1156,3348050,85,246500
ML-DSA-44,512,174,503469,1233,3568014,85,246702
ML-DSA-44,512,178,514924,227,658358,89,257288
ML-DSA-44,512,175,506630,1408,4075659,86,247051
ML-DSA-44,512,174,501874,623,1803394,94,271846
ML-DSA-44,512,174,501990,748,2164792,85,247717
ML-DSA-44,512,171,494798,248,719606,112,325438
ML-DSA-44,512,181,524204,742,2146580,86,248095
ML-DSA-44,512,171,497785,431,1246217,93,269583
ML-DSA-44,512,183,529482,419,1214578,88,256012
ML-DSA-44,512,206,597313,483,1395828,85,246674
ML-DSA-44,512,181,524320,436,1262892,86,247834
ML-DSA-44,512,223,646555,242,698524,85,247689
ML-DSA-44,512,190,549985,513,1487091,97,283127
ML-DSA-44,512,199,575824,583,1687249,86,249428
ML-DSA-44,512,216,627125,664,1920873,86,248733
ML-DSA-44,512,200,579739,544,1574613,85,247863
ML-DSA-44,512,201,580145,233,677092,85,248241
ML-DSA-44,512,187,540097,342,991771,100,289565
ML-DSA-44,512,207,600793,353,1020394,86,247805
ML-DSA-44,512,191,554103,390,1129231,85,247167
ML-DSA-44,512,193,558134,498,1441590,86,247573
ML-DSA-44,512,195,564978,595,1721004,85,247370
ML-DSA-44,512,205,591977,482,1396930,97,279647
ML-DSA-44,512,193,558511,365,1057311,90,259985
ML-DSA-44,512,200,580987,303,879686,85,248530
ML-DSA-44,512,203,586844,233,676714,85,246993
ML-DSA-44,512,199,578463,612,1771175,86,249487
ML-DSA-44,512,383,1109395,818,2369155,86,249689
ML-DSA-44,512,224,647686,288,835809,86,246761
ML-DSA-44,512,197,571184,283,817220,90,262247
ML-DSA-44,512,201,581537,299,867245,101,293508
ML-DSA-44,512,510,1477347,310,897724,85,247631
ML-DSA-44,512,197,570285,309,895433,104,299599
ML-DSA-44,512,198,573649,231,669146,85,246877
ML-DSA-44,512,168,488650,233,672452,94,274166
ML-DSA-44,512,173,501033,685,1981193,85,247283
ML-DSA-44,512,187,542561,234,679934,86,246529
ML-DSA-44,512,186,540647,234,675033,85,247138
ML-DSA-44,512,190,551029,230,666449,85,246819
ML-DSA-44,512,182,527858,339,979329,89,257405
ML-DSA-44,512,169,492101,352,1017900,85,246529
ML-DSA-44,512,170,491927,652,1887349,100,290725
ML-DSA-44,512,170,493725,224,648990,85,245310
ML-DSA-44,512,172,496741,448,1296822,85,246616
ML-DSA-44,512,179,520666,504,1457482,90,259753
ML-DSA-44,512,188,545316,231,668218,85,246964
ML-DSA-44,512,182,525219,420,1216926,86,247950
ML-DSA-44,512,173,500018,479,1388607,86,246818
ML-DSA-44,512,185,536036,280,811449,97,280923
ML-DSA-44,512,175,506224,229,661490,100,291045
ML-DSA-44,512,409,1185839,572,1656915,126,363283
