Algoritmo,n,Keygen_us,Keygen_ciclos,Sign_us,Sign_ciclos,Verify_us,Verify_ciclos
ML-DSA-87,1024,334,968281,888,2569081,222,643481
ML-DSA-87,1024,312,904684,1647,4768093,223,645104
ML-DSA-87,1024,320,924956,419,1214201,221,640204
ML-DSA-87,1024,324,939687,546,1581428,221,638899
ML-DSA-87,1024,313,908657,413,1196395,224,648643
ML-DSA-87,1024,311,903408,1023,2960349,219,634317
ML-DSA-87,1024,316,916284,625,1809513,223,644960
ML-DSA-87,1024,314,908715,547,1583689,219,633737
ML-DSA-87,1024,305,884297,758,2193154,218,633417
ML-DSA-87,1024,315,911818,1364,3948901,219,634202
ML-DSA-87,1024,323,933510,1410,4083316,220,634985
ML-DSA-87,1024,322,932988,2146,6213018,333,964656
ML-DSA-87,1024,489,1415432,645,1867745,322,930146
ML-DSA-87,1024,465,1344730,1401,4055128,316,916777
ML-DSA-87,1024,516,1493819,1673,4844218,322,930088
ML-DSA-87,1024,476,1378283,755,2184483,337,977416
ML-DSA-87,1024,480,1389825,1525,4414380,339,979649
ML-DSA-87,1024,499,1446404,637,1843936,295,854022
ML-DSA-87,1024,332,961553,416,1203123,226,653109
ML-DSA-87,1024,314,908802,1047,3031892,220,635796
ML-DSA-87,1024,324,938701,412,1191726,223,644757
ML-DSA-87,1024,316,913616,626,1813631,223,644931
ML-DSA-87,1024,312,903582,786,2273078,219,634666
ML-DSA-87,1024,313,906627,518,1500634,223,644119
ML-DSA-87,1024,309,894592,677,1959704,220,638638
ML-DSA-87,1024,299,865476,548,1587343,220,637912
ML-DSA-87,1024,304,880643,447,1292559,221,639189
ML-DSA-87,1024,335,971558,678,1963532,221,639247
ML-DSA-87,1024,467,1354039,1585,4590091,318,920808
ML-DSA-87,1024,506,1468125,2908,8416553,346,1001428
ML-DSA-87,1024,483,1399975,641,1857914,311,898043
ML-DSA-87,1024,453,1312656,1423,4119595,343,992061
ML-DSA-87,1024,493,1427322,1163,3368437,357,1031269
ML-DSA-87,1024,472,1365436,1553,4497726,219,634781
ML-DSA-87,1024,340,986174,1048,3033284,219,634724
ML-DSA-87,1024,316,913413,2011,5821809,229,661751
ML-DSA-87,1024,327,947053,422,1219508,221,640407
ML-DSA-87,1024,300,867999,1732,5014390,220,636086
ML-DSA-87,1024,322,932408,518,1500721,223,645106
ML-DSA-87,1024,303,876032,547,1584067,223,644177
ML-DSA-87,1024,302,875075,415,1198831,224,649396
ML-DSA-87,1024,318,921504,1674,4846161,310,897086
ML-DSA-87,1024,500,1449188,1379,3989646,451,1308190
ML-DSA-87,1024,530,1534999,635,1839442,227,658242
ML-DSA-87,1024,312,902162,425,1230006,220,638493
ML-DSA-87,1024,304,878671,800,2315563,231,669988
ML-DSA-87,1024,344,996556,1154,3339872,296,857327
ML-DSA-87,1024,343,994991,672,1943435,224,649831
ML-DSA-87,1024,345,997948,535,1550485,219,634375
ML-DSA-87,1024,353,1022772,658,1903850,275,797616
ML-DSA-87,1024,401,1161392,650,1880302,305,883630
ML-DSA-87,1024,510,1478681,1216,3518164,337,976372
ML-DSA-87,1024,493,1426104,1270,3677403,222,641857
ML-DSA-87,1024,344,996237,557,1612864,220,637362
ML-DSA-87,1024,328,950301,581,1684117,313,906453
ML-DSA-87,1024,349,1011463,419,1213360,227,655864
ML-DSA-87,1024,308,891547,555,1605411,219,634346
ML-DSA-87,1024,300,870551,550,1590099,219,634317
ML-DSA-87,1024,318,922200,417,1208923,219,633853
ML-DSA-87,1024,312,904133,806,2333950,220,637217
ML-DSA-87,1024,315,910716,1361,3940520,220,637710
ML-DSA-87,1024,335,971326,889,2573924,229,662360
ML-DSA-87,1024,320,929305,659,1907910,221,639334
ML-DSA-87,1024,315,912456,551,1592419,220,638348
ML-DSA-87,1024,321,927942,2569,7437050,220,635477
ML-DSA-87,1024,425,1231311,1013,2933437,219,634579
ML-DSA-87,1024,332,961234,547,1584009,229,663259
ML-DSA-87,1024,311,898710,432,1252423,222,641480
ML-DSA-87,1024,306,887342,1045,3024149,334,967382
ML-DSA-87,1024,472,1366248,828,2398474,313,904221
ML-DSA-87,1024,337,976691,748,2164270,493,1426655
ML-DSA-87,1024,321,928957,416,1205037,223,645222
ML-DSA-87,1024,310,896361,413,1197264,227,654878
ML-DSA-87,1024,295,854253,913,2643437,219,634521
ML-DSA-87,1024,313,905844,414,1198106,219,634317
ML-DSA-87,1024,307,890387,412,1193147,221,640146
ML-DSA-87,1024,324,937744,1047,3032356,219,635216
ML-DSA-87,1024,315,911992,644,1863947,223,643974
ML-DSA-87,1024,295,854978,683,1976640,220,637217
ML-DSA-87,1024,295,854369,417,1208633,221,638145
ML-DSA-87,1024,294,852484,413,1193785,220,637189
ML-DSA-87,1024,295,852339,650,1881317,220,637942
ML-DSA-87,1024,299,866259,1097,3175123,219,634259
ML-DSA-87,1024,300,867361,652,1888276,219,633998
ML-DSA-87,1024,308,893316,413,1193814,218,633592
ML-DSA-87,1024,302,873335,647,1872906,222,644468
ML-DSA-87,1024,300,868492,514,1486889,236,683008
ML-DSA-87,1024,306,884674,552,1598509,222,643220
ML-DSA-87,1024,339,982578,428,1237690,219,634549
ML-DSA-87,1024,320,926086,555,1606658,219,633911
ML-DSA-87,1024,318,919184,759,2197040,257,745358
ML-DSA-87,1024,319,922983,1209,3498444,225,652297
ML-DSA-87,1024,322,931944,530,1534593,219,634056
ML-DSA-87,1024,298,862489,418,1211475,219,634781
ML-DSA-87,1024,315,911296,424,1226613,219,635332
ML-DSA-87,1024,317,918430,627,1815747,221,639711
ML-DSA-87,1024,319,924231,1217,3523529,237,685038
ML-DSA-87,1024,346,1002878,521,1506956,222,643858
ML-DSA-87,1024,306,886501,1202,3479478,226,654877
ML-DSA-87,1024,319,922635,563,1632062,254,738340
ML-DSA-87,1024,433,1254511,617,1785616,290,840478
ML-DSA-87,1024,335,973269,597,1728429,225,651804
ML-DSA-87,1024,331,958537,530,1533868,219,634549
ML-DSA-87,1024,306,886443,737,2134574,243,703163
ML-DSA-87,1024,358,1038954,434,1257991,225,651455
ML-DSA-87,1024,322,934409,661,1913130,229,663027
ML-DSA-87,1024,305,881310,559,1619563,228,658097
ML-DSA-87,1024,321,931828,446,1289572,219,634259
ML-DSA-87,1024,300,868376,1584,4585944,231,668102
ML-DSA-87,1024,348,1009636,682,1973102,227,657836
ML-DSA-87,1024,702,2033944,460,1332840,230,667841
ML-DSA-87,1024,509,1476013,1337,3869614,233,674482
ML-DSA-87,1024,354,1026252,1913,5538275,230,664796
ML-DSA-87,1024,363,1050293,433,1253409,233,673844
ML-DSA-87,1024,347,1005430,1168,3379340,229,663492
ML-DSA-87,1024,349,1009867,692,2004103,231,667551
ML-DSA-87,1024,376,1090197,435,1259731,233,673757
ML-DSA-87,1024,661,1915653,671,1943899,221,639016
ML-DSA-87,1024,391,1134161,548,1583632,234,678252
ML-DSA-87,1024,342,990263,569,1648679,234,677585
ML-DSA-87,1024,339,980403,1052,3045667,238,687996
ML-DSA-87,1024,347,1004444,546,1582037,220,637044
ML-DSA-87,1024,344,996643,437,1266517,220,635216
ML-DSA-87,1024,342,991568,693,2006713,238,689330
ML-DSA-87,1024,673,1947872,454,1315237,219,633736
ML-DSA-87,1024,345,997426,534,1547381,232,671698
ML-DSA-87,1024,343,995599,700,2029043,230,666855
ML-DSA-87,1024,348,1007373,1059,3065357,230,664738
ML-DSA-87,1024,330,954216,571,1653957,231,669059
ML-DSA-87,1024,805,2332702,764,2209684,232,671582
ML-DSA-87,1024,374,1084687,566,1638355,244,707368
ML-DSA-87,1024,457,1323154,629,1820243,321,927449
ML-DSA-87,1024,359,1042463,1483,4291275,220,636608
ML-DSA-87,1024,354,1026919,923,2672727,220,635622
ML-DSA-87,1024,330,955956,559,1616344,231,670799
ML-DSA-87,1024,304,882035,531,1537812,239,691098
ML-DSA-87,1024,304,879918,1227,3550180,235,681587
ML-DSA-87,1024,807,2337777,1110,3213113,326,941282
ML-DSA-87,1024,519,1504810,1336,3868397,446,1292878
ML-DSA-87,1024,325,942558,554,1604483,233,673786
ML-DSA-87,1024,455,1317006,1006,2912325,329,953810
ML-DSA-87,1024,317,920432,1032,2987087,237,684198
ML-DSA-87,1024,325,941978,432,1250567,233,675352
ML-DSA-87,1024,306,886443,1788,5175194,230,666043
ML-DSA-87,1024,712,2064365,1222,3539885,350,1013434
ML-DSA-87,1024,305,882267,763,2210350,221,640204
ML-DSA-87,1024,333,965555,558,1615880,221,639248
ML-DSA-87,1024,352,1017697,431,1248276,244,706353
ML-DSA-87,1024,411,1190508,773,2237756,321,929102
ML-DSA-87,1024,713,2065322,578,1674518,219,633070
ML-DSA-87,1024,313,906946,418,1210431,232,671901
ML-DSA-87,1024,336,974632,773,2236654,481,1393334
ML-DSA-87,1024,441,1277073,556,1609558,233,675699
ML-DSA-87,1024,304,882615,1124,3254467,220,636666
ML-DSA-87,1024,361,1047799,694,2008859,223,645773
ML-DSA-87,1024,352,1018886,830,2403839,231,668479
ML-DSA-87,1024,391,1130536,531,1539205,238,689504
ML-DSA-87,1024,343,991162,577,1670893,221,639537
ML-DSA-87,1024,346,1000906,583,1687655,219,635709
ML-DSA-87,1024,350,1015261,1151,3331491,219,633186
ML-DSA-87,1024,315,911586,808,2339111,222,641509
ML-DSA-87,1024,297,862025,1671,4835430,219,633911
ML-DSA-87,1024,320,929363,786,2275195,221,640609
ML-DSA-87,1024,309,895636,1371,3966707,220,639537
ML-DSA-87,1024,322,931625,413,1195902,228,657953
ML-DSA-87,1024,305,882296,1024,2962640,218,633621
ML-DSA-87,1024,328,949721,542,1568871,226,654646
ML-DSA-87,1024,311,898913,546,1581950,219,633794
ML-DSA-87,1024,311,899696,419,1213650,219,633360
ML-DSA-87,1024,310,895665,2174,6294537,220,634955
ML-DSA-87,1024,321,930900,660,1910143,256,741559
ML-DSA-87,1024,452,1311525,1720,4977241,330,955318
ML-DSA-87,1024,508,1470793,584,1690903,334,967353
ML-DSA-87,1024,470,1361666,645,1865831,309,895375
ML-DSA-87,1024,501,1449681,796,2304079,324,940267
ML-DSA-87,1024,480,1390927,996,2882658,311,901754
ML-DSA-87,1024,490,1417694,636,1841761,331,959290
ML-DSA-87,1024,471,1366161,607,1755341,336,972950
ML-DSA-87,1024,486,1408124,644,1866701,295,854862
ML-DSA-87,1024,332,962104,517,1496226,222,642437
ML-DSA-87,1024,306,885602,521,1507362,224,648121
ML-DSA-87,1024,307,890097,550,1592418,221,638030
ML-DSA-87,1024,317,917618,545,1578006,220,638667
ML-DSA-87,1024,314,909034,944,2731394,219,634172
ML-DSA-87,1024,312,904017,419,1210692,219,633882
ML-DSA-87,1024,303,879077,910,2635578,223,644902
ML-DSA-87,1024,301,872871,655,1894686,218,633795
ML-DSA-87,1024,307,888618,420,1216550,219,634114
ML-DSA-87,1024,316,915820,526,1522819,221,639218
ML-DSA-87,1024,312,904220,650,1880824,223,646352
ML-DSA-87,1024,303,876815,989,2865026,221,637303
ML-DSA-87,1024,300,869594,775,2244427,224,648643
ML-DSA-87,1024,292,846713,413,1193582,220,638609
ML-DSA-87,1024,298,863910,731,2115492,219,633911
ML-DSA-87,1024,298,862257,414,1197817,218,632171
ML-DSA-87,1024,308,893084,911,2635375,218,632519
ML-DSA-87,1024,298,863794,1644,4758493,219,634549
ML-DSA-87,1024,299,865708,675,1954165,219,634781
ML-DSA-87,1024,714,2068193,787,2279516,220,637652
ML-DSA-87,1024,321,931103,781,2258694,224,649543
ML-DSA-87,1024,312,905612,1439,4166256,223,646265
ML-DSA-87,1024,317,918923,2018,5842311,221,639653
ML-DSA-87,1024,318,919822,547,1582646,220,638754
ML-DSA-87,1024,310,897550,579,1677302,221,639508
ML-DSA-87,1024,340,984637,647,1873313,236,684342
ML-DSA-87,1024,314,910397,787,2279835,220,635187
ML-DSA-87,1024,310,897405,417,1206894,219,633302
ML-DSA-87,1024,307,887632,1307,3784152,219,634491
ML-DSA-87,1024,336,972196,867,2509979,223,647396
ML-DSA-87,1024,331,958131,525,1519657,220,635217
ML-DSA-87,1024,311,901378,2014,5829928,223,646526
ML-DSA-87,1024,316,916023,418,1209445,223,645105
ML-DSA-87,1024,322,934583,531,1536478,219,633882
ML-DSA-87,1024,333,965730,1034,2993438,223,645772
ML-DSA-87,1024,315,912804,1783,5160521,219,634230
ML-DSA-87,1024,325,940035,547,1584966,219,634172
ML-DSA-87,1024,307,887690,887,2567022,220,638348
ML-DSA-87,1024,317,919329,518,1498168,232,671611
ML-DSA-87,1024,307,888473,548,1584502,220,638870
ML-DSA-87,1024,295,853528,415,1201093,223,645365
ML-DSA-87,1024,305,882412,419,1214056,223,644932
ML-DSA-87,1024,306,886820,416,1204892,223,644438
ML-DSA-87,1024,314,908744,867,2508674,222,642582
ML-DSA-87,1024,332,961408,685,1983021,223,645366
ML-DSA-87,1024,315,910484,524,1517541,219,633621
ML-DSA-87,1024,310,899812,780,2258404,223,644003
ML-DSA-87,1024,316,915820,417,1207298,219,634897
ML-DSA-87,1024,305,883688,783,2265277,219,633737
ML-DSA-87,1024,313,907555,1493,4320884,219,633737
ML-DSA-87,1024,313,906917,1224,3544815,219,633069
ML-DSA-87,1024,299,867738,417,1205617,219,633533
ML-DSA-87,1024,297,861706,409,1183780,219,633592
ML-DSA-87,1024,299,866317,1040,3008924,219,633998
ML-DSA-87,1024,311,900015,545,1579427,219,633621
ML-DSA-87,1024,338,978779,415,1201325,219,633824
ML-DSA-87,1024,327,947807,551,1596653,220,635592
ML-DSA-87,1024,321,927536,675,1953497,309,895955
ML-DSA-87,1024,343,994932,682,1974030,221,639421
ML-DSA-87,1024,679,1965939,911,2637927,219,632431
ML-DSA-87,1024,310,900885,547,1581863,221,642060
ML-DSA-87,1024,308,893055,421,1217768,219,633969
ML-DSA-87,1024,341,987189,1924,5570059,219,635129
ML-DSA-87,1024,317,919387,415,1201383,223,644437
ML-DSA-87,1024,306,885776,522,1510465,219,634347
ML-DSA-87,1024,328,951084,1124,3254728,224,648469
ML-DSA-87,1024,309,897086,1629,4714095,219,636086
ML-DSA-87,1024,318,922548,1208,3495515,219,634491
ML-DSA-87,1024,326,947169,417,1208691,219,633824
ML-DSA-87,1024,304,878845,414,1198716,219,633853
ML-DSA-87,1024,307,888154,411,1188535,222,645279
ML-DSA-87,1024,304,882702,544,1574758,219,634259
ML-DSA-87,1024,298,863823,1672,4840651,223,645888
ML-DSA-87,1024,326,943226,1403,4061305,220,636462
ML-DSA-87,1024,357,1033386,420,1215448,218,633708
ML-DSA-87,1024,310,900131,1019,2949242,219,634462
ML-DSA-87,1024,319,924143,1325,3836990,221,638203
ML-DSA-87,1024,316,917183,646,1870094,222,645018
ML-DSA-87,1024,309,894621,664,1921511,221,640001
ML-DSA-87,1024,341,989742,1392,4029927,223,647657
ML-DSA-87,1024,340,984116,527,1526299,220,635187
ML-DSA-87,1024,341,987479,2128,6158759,222,642495
ML-DSA-87,1024,366,1060298,436,1260659,220,638928
ML-DSA-87,1024,374,1084716,1066,3086209,220,637798
ML-DSA-87,1024,357,1035184,440,1272143,219,635419
ML-DSA-87,1024,346,1001660,2551,7383342,233,675555
ML-DSA-87,1024,362,1047683,430,1246217,235,678541
ML-DSA-87,1024,325,943602,428,1238938,234,675701
ML-DSA-87,1024,329,951925,443,1284293,220,635621
ML-DSA-87,1024,327,948068,433,1252307,221,639798
ML-DSA-87,1024,338,977735,573,1659874,222,642611
ML-DSA-87,1024,354,1025150,680,1969970,226,652297
ML-DSA-87,1024,350,1015087,674,1951352,261,753332
ML-DSA-87,1024,351,1015928,829,2401954,219,635535
ML-DSA-87,1024,556,1609123,685,1983048,223,646295
ML-DSA-87,1024,363,1053338,673,1947089,219,634143
ML-DSA-87,1024,341,988001,811,2345752,223,647019
ML-DSA-87,1024,356,1030573,447,1293835,221,640349
ML-DSA-87,1024,349,1008707,433,1253670,231,669349
ML-DSA-87,1024,339,979910,1306,3782354,220,639566
ML-DSA-87,1024,357,1034285,430,1244245,226,655603
ML-DSA-87,1024,352,1019698,433,1254279,221,640089
ML-DSA-87,1024,334,968745,431,1247058,221,638811
ML-DSA-87,1024,320,926840,703,2032552,229,664680
ML-DSA-87,1024,361,1045798,706,2043079,220,635419
ML-DSA-87,1024,342,990640,1183,3425132,224,652151
ML-DSA-87,1024,352,1020974,543,1572960,224,647135
ML-DSA-87,1024,341,988262,810,2345752,245,709485
ML-DSA-87,1024,362,1048466,764,2210148,305,883166
ML-DSA-87,1024,476,1378283,621,1797043,310,897404
ML-DSA-87,1024,348,1006503,439,1271389,223,644757
ML-DSA-87,1024,331,958595,1063,3076262,233,673989
ML-DSA-87,1024,509,1475984,1476,4273498,327,946415
ML-DSA-87,1024,372,1080338,573,1658452,233,672858
ML-DSA-87,1024,325,941224,1064,3079887,230,666159
ML-DSA-87,1024,337,976227,547,1582472,235,679267
ML-DSA-87,1024,460,1333478,628,1818735,312,904829
ML-DSA-87,1024,486,1407399,2451,7094212,224,648614
ML-DSA-87,1024,368,1065808,959,2774546,220,638725
ML-DSA-87,1024,352,1019292,896,2593498,230,666999
ML-DSA-87,1024,354,1026310,428,1239054,263,762758
ML-DSA-87,1024,350,1015464,2365,6843941,232,671350
ML-DSA-87,1024,922,2671480,1607,4652064,325,942500
ML-DSA-87,1024,489,1415113,793,2295234,323,935627
ML-DSA-87,1024,485,1404180,628,1817923,323,936584
ML-DSA-87,1024,367,1064155,1250,3616213,235,679847
ML-DSA-87,1024,351,1017175,1363,3948263,232,673757
ML-DSA-87,1024,1477,4279269,1366,3955658,326,941224
ML-DSA-87,1024,474,1370279,625,1808817,333,965961
ML-DSA-87,1024,460,1333507,624,1806323,333,962075
ML-DSA-87,1024,313,906686,913,2641291,220,636463
ML-DSA-87,1024,305,882847,1201,3474490,218,631794
ML-DSA-87,1024,299,865041,520,1505767,219,633708
ML-DSA-87,1024,297,860546,416,1202747,219,633911
ML-DSA-87,1024,304,878874,413,1196831,219,634201
ML-DSA-87,1024,301,871189,413,1196801,219,632751
