Algoritmo,n,Keygen_us,Keygen_ciclos,Sign_us,Sign_ciclos,Verify_us,Verify_ciclos
ML-DSA-87,1024,321,928667,1136,3287382,227,656734
ML-DSA-87,1024,320,925535,1044,3022902,220,636375
ML-DSA-87,1024,327,947285,643,1861133,226,654125
ML-DSA-87,1024,318,921388,823,2383191,219,633737
ML-DSA-87,1024,332,962365,558,1614286,219,633157
ML-DSA-87,1024,328,948097,3455,10001433,336,971355
ML-DSA-87,1024,713,2064423,642,1859596,308,893548
ML-DSA-87,1024,481,1393740,1572,4548969,325,942326
ML-DSA-87,1024,500,1448057,1167,3377862,340,983129
ML-DSA-87,1024,325,940151,554,1603468,221,640001
ML-DSA-87,1024,301,870493,659,1908751,223,644351
ML-DSA-87,1024,983,2848061,2078,6014223,334,965642
ML-DSA-87,1024,506,1464500,626,1813283,340,982375
ML-DSA-87,1024,654,1896136,783,2266552,235,678339
ML-DSA-87,1024,474,1374136,1118,3236313,362,1050873
ML-DSA-87,1024,469,1356939,653,1889321,329,954622
ML-DSA-87,1024,461,1335421,637,1845676,327,946270
ML-DSA-87,1024,445,1287919,2005,5804640,220,638086
ML-DSA-87,1024,310,898507,1070,3095837,226,654096
ML-DSA-87,1024,302,875771,1276,3694745,226,652587
ML-DSA-87,1024,311,900421,766,2216209,222,641596
ML-DSA-87,1024,299,865534,554,1603206,220,638116
ML-DSA-87,1024,297,860053,759,2197070,252,731003
ML-DSA-87,1024,296,857211,546,1578905,224,648382
ML-DSA-87,1024,297,857588,578,1674402,223,646758
ML-DSA-87,1024,302,872929,422,1223075,222,641741
ML-DSA-87,1024,299,863359,996,2883615,225,650499
ML-DSA-87,1024,302,872871,653,1892308,222,641278
ML-DSA-87,1024,300,871508,553,1601642,223,645569
ML-DSA-87,1024,311,902016,939,2717677,228,661200
ML-DSA-87,1024,315,912108,1086,3145862,223,643539
ML-DSA-87,1024,335,972370,686,1984673,222,641335
ML-DSA-87,1024,316,914312,423,1223944,222,642583
ML-DSA-87,1024,309,893142,660,1910606,222,641771
ML-DSA-87,1024,352,1021728,2001,5790691,221,640610
ML-DSA-87,1024,330,955318,1042,3015942,226,655719
ML-DSA-87,1024,329,952070,3090,8946123,224,648294
ML-DSA-87,1024,341,985739,529,1532476,223,646265
ML-DSA-87,1024,303,876989,682,1973682,220,637333
ML-DSA-87,1024,314,910397,421,1217652,222,641422
ML-DSA-87,1024,312,902596,873,2527350,221,641277
ML-DSA-87,1024,312,905525,426,1233283,222,641827
ML-DSA-87,1024,300,870319,452,1309147,222,641538
ML-DSA-87,1024,306,885892,577,1670284,222,641915
ML-DSA-87,1024,298,862721,415,1201702,222,641653
ML-DSA-87,1024,302,875336,416,1203702,226,655545
ML-DSA-87,1024,316,914719,522,1512147,231,668334
ML-DSA-87,1024,311,901262,530,1534738,226,652557
ML-DSA-87,1024,321,931654,1167,3378007,224,647540
ML-DSA-87,1024,327,944936,557,1613154,223,646729
ML-DSA-87,1024,316,915704,690,1996475,222,641654
ML-DSA-87,1024,383,1110845,996,2884456,279,808723
ML-DSA-87,1024,428,1240562,796,2302571,224,648962
ML-DSA-87,1024,337,976401,429,1241344,224,650151
ML-DSA-87,1024,331,958102,903,2613190,226,655110
ML-DSA-87,1024,334,967614,670,1939230,224,647918
ML-DSA-87,1024,340,982955,558,1614981,228,660910
ML-DSA-87,1024,346,1004473,827,2391891,225,650471
ML-DSA-87,1024,342,990002,558,1613647,228,662012
ML-DSA-87,1024,303,877801,417,1208546,228,660301
ML-DSA-87,1024,297,859792,899,2602344,221,640552
ML-DSA-87,1024,303,876931,528,1528531,222,641509
ML-DSA-87,1024,309,896100,423,1223626,222,641712
ML-DSA-87,1024,306,886066,845,2447397,226,652326
ML-DSA-87,1024,298,863968,767,2218442,221,641305
ML-DSA-87,1024,306,887545,1317,3811412,220,638493
ML-DSA-87,1024,308,890619,523,1514380,220,638030
ML-DSA-87,1024,304,879599,417,1207618,220,637623
ML-DSA-87,1024,297,860604,412,1193263,223,643480
ML-DSA-87,1024,324,939339,1408,4074790,224,648759
ML-DSA-87,1024,754,2183526,917,2655762,219,633766
ML-DSA-87,1024,301,872726,542,1569653,223,644698
ML-DSA-87,1024,305,882528,544,1575221,228,659286
ML-DSA-87,1024,294,851237,414,1198889,223,644263
ML-DSA-87,1024,294,852310,992,2871580,219,634636
ML-DSA-87,1024,300,867680,809,2342098,224,647860
ML-DSA-87,1024,306,883775,415,1201325,224,648614
ML-DSA-87,1024,304,881252,417,1206546,220,637449
ML-DSA-87,1024,311,900915,417,1206227,222,642554
ML-DSA-87,1024,300,869131,415,1200339,221,640639
ML-DSA-87,1024,295,855297,416,1203007,221,640842
ML-DSA-87,1024,298,865563,1179,3413531,220,638638
ML-DSA-87,1024,295,856515,1735,5022857,220,637391
ML-DSA-87,1024,307,888096,673,1949351,222,641682
ML-DSA-87,1024,307,890793,413,1194597,224,646902
ML-DSA-87,1024,300,869855,545,1577078,220,637653
ML-DSA-87,1024,299,866520,575,1663845,224,648238
ML-DSA-87,1024,295,856399,1600,4630343,220,637652
ML-DSA-87,1024,303,876728,569,1647983,222,641886
ML-DSA-87,1024,302,874408,524,1518149,224,648846
ML-DSA-87,1024,304,881107,787,2277515,225,651920
ML-DSA-87,1024,306,885400,526,1524820,222,641654
ML-DSA-87,1024,304,882441,554,1602453,221,640756
ML-DSA-87,1024,306,885747,1025,2966120,222,644496
ML-DSA-87,1024,297,859067,1318,3816719,228,659025
ML-DSA-87,1024,320,925680,662,1916814,222,641973
ML-DSA-87,1024,307,889285,525,1521688,221,641943
ML-DSA-87,1024,302,875220,416,1203065,221,640842
ML-DSA-87,1024,305,883891,1551,4489867,246,711543
ML-DSA-87,1024,319,925564,553,1600887,222,642147
ML-DSA-87,1024,332,961466,427,1237662,223,648296
ML-DSA-87,1024,330,955463,554,1601786,222,642321
ML-DSA-87,1024,324,937947,1087,3144557,222,643249
ML-DSA-87,1024,333,963757,1004,2906351,225,653341
ML-DSA-87,1024,325,940905,1474,4267263,225,650441
ML-DSA-87,1024,358,1036779,459,1330375,222,642118
ML-DSA-87,1024,875,2534194,1933,5595695,314,908860
ML-DSA-87,1024,478,1384373,820,2372751,329,953926
ML-DSA-87,1024,490,1418738,635,1837121,331,959117
ML-DSA-87,1024,371,1073290,892,2581551,318,920489
ML-DSA-87,1024,369,1070216,686,1986296,329,951664
ML-DSA-87,1024,488,1415200,639,1850055,319,924230
ML-DSA-87,1024,471,1362536,640,1855130,317,918372
ML-DSA-87,1024,492,1425843,992,2871000,313,907584
ML-DSA-87,1024,909,2632301,1355,3922511,305,882498
ML-DSA-87,1024,472,1368916,642,1857682,323,935047
ML-DSA-87,1024,397,1151184,442,1278900,220,635651
ML-DSA-87,1024,302,874350,780,2259737,223,644032
ML-DSA-87,1024,445,1289021,1683,4871942,326,942761
ML-DSA-87,1024,338,978141,1367,3957311,220,636347
ML-DSA-87,1024,331,961176,1050,3040679,222,643887
ML-DSA-87,1024,331,959871,1242,3595015,221,638725
ML-DSA-87,1024,628,1818851,1825,5280958,330,956739
ML-DSA-87,1024,468,1355808,628,1818416,330,956158
ML-DSA-87,1024,1037,3001587,1007,2916791,336,971732
ML-DSA-87,1024,319,922229,545,1577281,218,632026
ML-DSA-87,1024,302,874002,524,1516845,224,648527
ML-DSA-87,1024,301,871218,781,2262203,222,640814
ML-DSA-87,1024,336,974023,681,1969245,221,640668
ML-DSA-87,1024,707,2048531,1310,3792736,221,641074
ML-DSA-87,1024,308,892620,418,1211562,219,632548
ML-DSA-87,1024,304,881803,1159,3353502,219,634259
ML-DSA-87,1024,696,2015674,1458,4221037,221,640291
ML-DSA-87,1024,324,939136,416,1205182,223,645482
ML-DSA-87,1024,310,898304,545,1579398,226,653370
ML-DSA-87,1024,326,945110,652,1886943,224,646236
ML-DSA-87,1024,317,918807,414,1197961,225,650992
ML-DSA-87,1024,307,888415,1080,3127853,222,642031
ML-DSA-87,1024,321,927333,683,1976843,221,642031
ML-DSA-87,1024,747,2164154,3827,11076782,226,655545
ML-DSA-87,1024,344,994584,1231,3563317,225,651021
ML-DSA-87,1024,296,855993,837,2423095,221,640523
ML-DSA-87,1024,295,854369,805,2330208,219,633853
ML-DSA-87,1024,293,847816,544,1576005,223,643598
ML-DSA-87,1024,297,861068,1018,2945501,265,766238
ML-DSA-87,1024,303,877598,414,1197642,219,633042
ML-DSA-87,1024,302,874292,518,1500053,219,634055
ML-DSA-87,1024,298,862083,779,2257390,218,633824
ML-DSA-87,1024,324,938150,728,2110069,221,642001
ML-DSA-87,1024,307,887545,518,1500750,219,633998
ML-DSA-87,1024,297,859850,2089,6044934,221,639334
ML-DSA-87,1024,298,864258,700,2027390,325,938208
ML-DSA-87,1024,472,1366828,1741,5038779,338,978663
ML-DSA-87,1024,478,1384286,1265,3661192,317,916487
ML-DSA-87,1024,460,1331187,520,1506028,226,653196
ML-DSA-87,1024,310,896100,1560,4514893,220,637652
ML-DSA-87,1024,299,864896,416,1205037,220,638202
ML-DSA-87,1024,298,863388,558,1616895,220,635709
ML-DSA-87,1024,312,904046,417,1206893,223,645627
ML-DSA-87,1024,299,864577,754,2183294,219,633360
ML-DSA-87,1024,294,852107,1331,3854738,219,634201
ML-DSA-87,1024,302,874002,726,2103399,222,640871
ML-DSA-87,1024,300,868840,777,2249240,224,648121
ML-DSA-87,1024,293,848917,1227,3553718,218,633650
ML-DSA-87,1024,300,871015,544,1572989,222,644351
ML-DSA-87,1024,294,851701,676,1955615,219,636086
ML-DSA-87,1024,307,889169,417,1207386,220,637535
ML-DSA-87,1024,295,855297,991,2866447,222,645076
ML-DSA-87,1024,300,869333,542,1570726,225,651485
ML-DSA-87,1024,310,896013,418,1210025,220,638233
ML-DSA-87,1024,308,890880,890,2577665,221,638782
ML-DSA-87,1024,297,860082,646,1870123,221,639101
ML-DSA-87,1024,300,868086,549,1587866,222,642582
ML-DSA-87,1024,296,859386,885,2562440,219,634201
ML-DSA-87,1024,303,876177,543,1572003,219,633911
ML-DSA-87,1024,297,858893,440,1273100,219,634462
ML-DSA-87,1024,310,896100,641,1855246,283,821106
ML-DSA-87,1024,445,1289166,647,1872212,332,960887
ML-DSA-87,1024,468,1354387,836,2421355,525,1522616
ML-DSA-87,1024,356,1031878,419,1214549,225,649339
ML-DSA-87,1024,313,904858,817,2364631,220,638493
ML-DSA-87,1024,330,956536,426,1232413,220,637188
ML-DSA-87,1024,316,917270,548,1587199,221,641335
ML-DSA-87,1024,320,926551,546,1580181,219,634230
ML-DSA-87,1024,320,926289,416,1203761,226,655198
ML-DSA-87,1024,320,926492,525,1518759,219,635360
ML-DSA-87,1024,327,947836,954,2759320,230,667116
ML-DSA-87,1024,317,917618,421,1219856,225,651688
ML-DSA-87,1024,298,864577,416,1203355,225,651282
ML-DSA-87,1024,296,858052,653,1890017,220,638203
ML-DSA-87,1024,305,882760,548,1587315,220,638088
ML-DSA-87,1024,299,865128,681,1971101,220,638783
ML-DSA-87,1024,301,871421,626,1811833,223,645395
ML-DSA-87,1024,301,872813,524,1517860,220,637391
ML-DSA-87,1024,301,870522,415,1203180,220,637130
ML-DSA-87,1024,299,868144,1149,3324704,222,642872
ML-DSA-87,1024,297,861735,413,1196018,224,646323
ML-DSA-87,1024,301,872726,525,1517628,234,678861
ML-DSA-87,1024,314,907932,793,2296453,226,652819
ML-DSA-87,1024,315,911789,551,1595203,227,656763
ML-DSA-87,1024,313,904539,638,1847127,222,641857
ML-DSA-87,1024,330,958305,686,1988066,226,652008
ML-DSA-87,1024,307,888270,892,2581783,219,634549
ML-DSA-87,1024,299,866984,626,1812326,223,644119
ML-DSA-87,1024,303,878033,515,1490513,222,643277
ML-DSA-87,1024,304,881368,411,1189232,222,644234
ML-DSA-87,1024,299,867680,1754,5075202,221,641828
ML-DSA-87,1024,299,865766,756,2190022,219,634027
ML-DSA-87,1024,300,867100,767,2222183,277,799936
ML-DSA-87,1024,469,1359375,1181,3417272,314,910658
ML-DSA-87,1024,490,1420391,819,2371678,333,963148
ML-DSA-87,1024,488,1414823,810,2346593,330,954187
ML-DSA-87,1024,496,1437588,984,2849540,323,936149
ML-DSA-87,1024,493,1426510,828,2398271,324,937947
ML-DSA-87,1024,508,1474882,1028,2975719,325,940905
ML-DSA-87,1024,503,1458671,766,2216006,339,982143
ML-DSA-87,1024,496,1437559,532,1539494,221,639739
ML-DSA-87,1024,487,1410734,788,2280502,322,932118
ML-DSA-87,1024,357,1033937,418,1209503,233,673786
ML-DSA-87,1024,593,1715525,895,2591005,223,645743
ML-DSA-87,1024,304,880296,528,1528677,220,637651
ML-DSA-87,1024,311,903089,817,2365066,220,637478
ML-DSA-87,1024,324,937251,1260,3647764,237,687590
ML-DSA-87,1024,345,999602,558,1614198,278,805127
ML-DSA-87,1024,446,1291341,1454,4208364,325,940876
ML-DSA-87,1024,921,2666927,1564,4527103,328,950185
ML-DSA-87,1024,460,1330810,1195,3458830,334,967701
ML-DSA-87,1024,466,1349254,638,1844980,334,967556
ML-DSA-87,1024,1028,2978097,2485,7192290,328,949169
ML-DSA-87,1024,342,992177,415,1202253,257,744140
ML-DSA-87,1024,344,995251,1143,3308813,330,955318
ML-DSA-87,1024,482,1394871,820,2376028,343,994323
ML-DSA-87,1024,446,1292936,1188,3437312,339,980896
ML-DSA-87,1024,739,2140693,1270,3675315,329,953897
ML-DSA-87,1024,773,2238075,971,2809346,235,680166
ML-DSA-87,1024,337,978518,571,1655668,218,633708
ML-DSA-87,1024,364,1054150,825,2387280,224,649600
ML-DSA-87,1024,343,993540,789,2285432,218,633301
ML-DSA-87,1024,317,918198,550,1592158,228,658388
ML-DSA-87,1024,319,921968,771,2232971,221,638696
ML-DSA-87,1024,337,975096,548,1587866,221,639798
ML-DSA-87,1024,327,948387,790,2285489,220,635593
ML-DSA-87,1024,318,921301,429,1241374,219,635158
ML-DSA-87,1024,321,928058,1943,5623854,225,652326
ML-DSA-87,1024,461,1334725,1355,3922395,322,933365
ML-DSA-87,1024,575,1665151,1113,3223465,323,933800
ML-DSA-87,1024,464,1343512,780,2258926,330,953433
ML-DSA-87,1024,352,1019292,676,1955585,220,636260
ML-DSA-87,1024,317,917966,413,1195786,228,660272
ML-DSA-87,1024,324,938585,1416,4099730,221,639450
ML-DSA-87,1024,326,945748,1261,3649795,220,635130
ML-DSA-87,1024,333,963235,786,2274325,219,634433
ML-DSA-87,1024,320,927101,916,2653413,220,634578
ML-DSA-87,1024,315,913906,531,1537174,219,634143
ML-DSA-87,1024,320,929508,892,2584799,220,634463
ML-DSA-87,1024,322,930581,661,1913565,221,639248
ML-DSA-87,1024,329,953984,1643,4756493,232,671901
ML-DSA-87,1024,346,1001544,420,1216782,226,652877
ML-DSA-87,1024,295,855384,658,1904314,220,638000
ML-DSA-87,1024,294,852397,522,1508464,218,633215
ML-DSA-87,1024,302,873712,410,1187869,219,633302
ML-DSA-87,1024,306,888038,883,2555566,221,639653
ML-DSA-87,1024,299,866230,1224,3541683,226,655719
ML-DSA-87,1024,295,854601,411,1187492,227,657546
ML-DSA-87,1024,299,863736,517,1497038,224,648179
ML-DSA-87,1024,292,846887,1039,3006053,219,633650
ML-DSA-87,1024,303,877134,753,2180394,219,633969
ML-DSA-87,1024,303,875974,414,1199149,226,653602
ML-DSA-87,1024,298,861619,2058,5957963,223,645105
ML-DSA-87,1024,339,983622,687,1987370,222,642495
ML-DSA-87,1024,316,913210,1104,3195075,225,652820
ML-DSA-87,1024,321,929653,423,1224758,220,637130
ML-DSA-87,1024,316,913645,531,1538856,221,637855
ML-DSA-87,1024,326,945168,996,2882977,219,634375
ML-DSA-87,1024,325,941428,1247,3611660,221,638725
ML-DSA-87,1024,319,923505,2656,7690249,222,640871
ML-DSA-87,1024,338,981245,524,1516845,227,655632
ML-DSA-87,1024,305,883891,534,1545613,225,651572
ML-DSA-87,1024,328,952013,425,1231340,220,638464
ML-DSA-87,1024,310,896187,419,1213910,219,633968
ML-DSA-87,1024,312,902858,413,1193611,219,633969
ML-DSA-87,1024,300,871247,1627,4710557,222,641944
ML-DSA-87,1024,321,929103,787,2278356,222,642814
ML-DSA-87,1024,743,2152322,1208,3499082,228,658416
ML-DSA-87,1024,312,901436,764,2213280,219,633041
ML-DSA-87,1024,295,854804,1229,3558329,253,730481
ML-DSA-87,1024,340,986986,524,1514467,266,769833
ML-DSA-87,1024,333,964917,1512,4376216,222,644032
ML-DSA-87,1024,309,898449,1114,3223321,311,900566
ML-DSA-87,1024,484,1402991,830,2402766,319,923766
ML-DSA-87,1024,435,1260775,1164,3370525,341,986000
ML-DSA-87,1024,475,1376079,820,2372780,331,957609
ML-DSA-87,1024,453,1312453,1092,3159347,242,702089
ML-DSA-87,1024,336,974284,561,1624203,224,646787
ML-DSA-87,1024,341,985275,1267,3669108,222,641886
ML-DSA-87,1024,304,880150,682,1975451,222,642292
ML-DSA-87,1024,302,872262,628,1817488,242,702177
ML-DSA-87,1024,312,904597,551,1595522,229,663260
ML-DSA-87,1024,300,866694,768,2223372,222,642060
ML-DSA-87,1024,324,936207,570,1651260,222,642002
ML-DSA-87,1024,303,877221,418,1210663,226,654385
ML-DSA-87,1024,303,877047,926,2678787,222,642641
ML-DSA-87,1024,298,863360,424,1227628,222,641828
ML-DSA-87,1024,302,874669,655,1898224,222,642380
ML-DSA-87,1024,307,888937,1471,4256359,241,700060
ML-DSA-87,1024,308,892388,417,1204689,225,653660
ML-DSA-87,1024,297,858052,3105,8989768,221,641364
ML-DSA-87,1024,329,953607,839,2430519,223,643916
ML-DSA-87,1024,459,1328316,1284,3716060,229,663723
ML-DSA-87,1024,337,976488,426,1232412,224,649889
ML-DSA-87,1024,305,883543,424,1227222,225,650731
ML-DSA-87,1024,306,886182,552,1595696,223,646671
ML-DSA-87,1024,300,869362,653,1892018,228,660910
ML-DSA-87,1024,297,859821,946,2737136,222,642553
ML-DSA-87,1024,329,954419,531,1536217,222,642553
ML-DSA-87,1024,302,876119,1936,5601929,222,642524
ML-DSA-87,1024,305,885370,424,1226409,222,643307
ML-DSA-87,1024,301,871914,764,2210409,223,646005
ML-DSA-87,1024,305,881107,692,2003175,224,648846
ML-DSA-87,1024,332,959813,534,1545497,222,642698
ML-DSA-87,1024,309,895781,1037,3001906,225,650093
ML-DSA-87,1024,300,868869,661,1912956,222,641741
ML-DSA-87,1024,301,871508,869,2517287,225,649426
ML-DSA-87,1024,390,1128361,999,2892112,330,956130
ML-DSA-87,1024,485,1402846,1489,4311633,333,962219
ML-DSA-87,1024,626,1812268,556,1608369,227,657575
ML-DSA-87,1024,336,973965,581,1682174,225,649890
ML-DSA-87,1024,327,948213,1150,3328214,225,650412
ML-DSA-87,1024,329,953868,658,1905706,329,950997
ML-DSA-87,1024,485,1402904,1596,4622252,225,654211
ML-DSA-87,1024,352,1019350,1123,3248435,222,643538
ML-DSA-87,1024,351,1014884,679,1965272,220,637188
ML-DSA-87,1024,315,913703,722,2088406,318,921707
ML-DSA-87,1024,563,1631917,418,1210547,226,652849
ML-DSA-87,1024,312,903176,1160,3357533,220,637884
ML-DSA-87,1024,324,938411,816,2362688,247,713807
ML-DSA-87,1024,345,997368,436,1263617,220,637044
ML-DSA-87,1024,635,1840079,780,2259506,221,638232
ML-DSA-87,1024,341,989480,436,1264284,221,637710
ML-DSA-87,1024,733,2125584,1005,2910933,224,648584
ML-DSA-87,1024,325,941833,2769,8014382,221,639421
ML-DSA-87,1024,338,978286,423,1224960,220,637972
ML-DSA-87,1024,1026,2971949,2047,5926556,330,957000
ML-DSA-87,1024,381,1103537,1162,3362550,231,668247
ML-DSA-87,1024,507,1469372,2415,6991204,333,964018
ML-DSA-87,1024,498,1444925,1334,3858972,327,948589
ML-DSA-87,1024,587,1701488,568,1646069,221,639508
ML-DSA-87,1024,353,1023323,742,2145507,219,633795
ML-DSA-87,1024,346,1003980,554,1603990,219,634375
ML-DSA-87,1024,445,1289050,2045,5918319,317,916980
ML-DSA-87,1024,351,1015349,423,1225308,224,648237
ML-DSA-87,1024,538,1557706,548,1588040,221,638841
ML-DSA-87,1024,317,919213,937,2712776,235,680746
ML-DSA-87,1024,732,2120045,740,2142375,220,636985
ML-DSA-87,1024,799,2313098,1432,4143346,220,637304
ML-DSA-87,1024,357,1033212,419,1212780,220,637073
ML-DSA-87,1024,311,899609,414,1200224,227,655313
ML-DSA-87,1024,309,894911,1286,3724180,223,644119
ML-DSA-87,1024,299,866085,411,1190073,224,646787
ML-DSA-87,1024,297,860691,514,1488455,224,647745
ML-DSA-87,1024,298,865244,542,1568871,222,639914
ML-DSA-87,1024,320,928232,639,1849910,223,648265
ML-DSA-87,1024,306,886269,524,1517453,221,638232
ML-DSA-87,1024,298,861706,753,2178857,222,642350
ML-DSA-87,1024,297,859415,413,1197497,220,635129
ML-DSA-87,1024,297,858197,573,1659177,223,645424
ML-DSA-87,1024,299,866114,544,1573685,223,645598
ML-DSA-87,1024,301,871653,416,1203907,221,639682
ML-DSA-87,1024,296,856834,908,2628676,222,640726
ML-DSA-87,1024,305,883079,411,1189928,222,643221
ML-DSA-87,1024,301,872523,409,1185028,222,643104
ML-DSA-87,1024,301,871769,517,1498691,220,634752
ML-DSA-87,1024,297,860662,1018,2947472,222,642553
ML-DSA-87,1024,297,859444,545,1576585,225,651138
ML-DSA-87,1024,313,905989,434,1255555,235,681499
ML-DSA-87,1024,320,926058,658,1906228,225,649803
ML-DSA-87,1024,309,895491,418,1209967,219,634172
ML-DSA-87,1024,311,902219,551,1592506,220,637739
ML-DSA-87,1024,314,908628,1915,5544539,224,648614
ML-DSA-87,1024,331,957754,652,1888190,219,633882
ML-DSA-87,1024,315,912601,889,2571314,224,649368
ML-DSA-87,1024,326,943341,2072,5997432,220,635680
ML-DSA-87,1024,327,946879,429,1242824,227,654733
ML-DSA-87,1024,314,909817,759,2195155,226,654530
ML-DSA-87,1024,298,862866,418,1209039,224,646904
ML-DSA-87,1024,301,873828,418,1208459,223,646236
ML-DSA-87,1024,306,886907,521,1507768,220,637971
ML-DSA-87,1024,303,876699,1252,3625783,223,643916
ML-DSA-87,1024,302,871914,549,1590389,219,634259
ML-DSA-87,1024,292,843610,857,2482429,219,634114
ML-DSA-87,1024,301,873190,524,1517918,220,637362
ML-DSA-87,1024,300,868840,1144,3312409,219,632664
ML-DSA-87,1024,302,875307,409,1185027,226,651717
ML-DSA-87,1024,299,866984,790,2288535,291,841174
ML-DSA-87,1024,443,1283743,1349,3903312,328,949982
ML-DSA-87,1024,490,1418216,595,1724543,486,1404499
ML-DSA-87,1024,736,2132138,854,2471786,222,642583
ML-DSA-87,1024,326,945197,655,1895324,220,636492
ML-DSA-87,1024,304,881861,418,1211707,224,647513
ML-DSA-87,1024,305,883514,1027,2971050,219,634694
ML-DSA-87,1024,328,949924,525,1518266,219,634115
ML-DSA-87,1024,304,882006,427,1238329,225,650036
ML-DSA-87,1024,305,883746,626,1811514,220,638145
ML-DSA-87,1024,300,869740,886,2562904,220,636782
ML-DSA-87,1024,298,862982,782,2263015,219,633883
ML-DSA-87,1024,299,867680,414,1199556,222,642235
ML-DSA-87,1024,294,853296,520,1502896,221,641915
ML-DSA-87,1024,295,854224,992,2873377,249,720998
ML-DSA-87,1024,300,869913,1019,2949068,221,638754
ML-DSA-87,1024,298,863243,519,1501939,220,637246
ML-DSA-87,1024,299,864780,522,1511480,222,644729
ML-DSA-87,1024,303,876670,651,1884043,220,636928
ML-DSA-87,1024,306,886501,544,1576440,220,636985
ML-DSA-87,1024,308,892620,764,2209626,221,640407
ML-DSA-87,1024,302,872059,1013,2934684,221,642640
ML-DSA-87,1024,314,911818,1078,3121067,224,647686
ML-DSA-87,1024,302,874756,545,1580007,220,637246
ML-DSA-87,1024,299,866607,1681,4866113,225,651688
ML-DSA-87,1024,309,894476,551,1595811,222,641479
ML-DSA-87,1024,308,891431,789,2284127,221,640871
ML-DSA-87,1024,300,870812,1953,5651809,220,637913
